CONNECTION_FROM	CONNECTION_TO	CONNECTION_TYPE
map00051	K01805	belongs_2_pathway
ko00051	K01805	belongs_2_pathway
map00051	K01808	belongs_2_pathway
ko00051	K01808	belongs_2_pathway
map00051	K01809	belongs_2_pathway
ko00051	K01809	belongs_2_pathway
map00051	K01813	belongs_2_pathway
ko00051	K01813	belongs_2_pathway
map00051	K01818	belongs_2_pathway
ko00051	K01818	belongs_2_pathway
map00051	K01820	belongs_2_pathway
ko00051	K01820	belongs_2_pathway
map00051	K01840	belongs_2_pathway
ko00051	K01840	belongs_2_pathway
map00051	K02377	belongs_2_pathway
ko00051	K02377	belongs_2_pathway
map00051	K02446	belongs_2_pathway
ko00051	K02446	belongs_2_pathway
map00051	K02768	belongs_2_pathway
ko00051	K02768	belongs_2_pathway
map00051	K02769	belongs_2_pathway
ko00051	K02769	belongs_2_pathway
map00051	K02770	belongs_2_pathway
ko00051	K02770	belongs_2_pathway
map00051	K02771	belongs_2_pathway
ko00051	K02771	belongs_2_pathway
